id,data,siglaOrgao,aprovacao
2242926-18,2021-08-11,CCTCI,1
2242924-18,2021-08-11,CCTCI,1
2242918-18,2021-08-11,CCTCI,1
2242916-18,2021-08-11,CCTCI,1
2242908-18,2021-08-11,CCTCI,1
2242907-18,2021-08-11,CCTCI,1
2242906-18,2021-08-11,CCTCI,1
2242905-18,2021-08-11,CCTCI,1
2291917-3,2021-08-11,CFFC,1
2196994-38,2021-08-11,CFFC,1
2291916-3,2021-08-11,CFFC,1
2291207-3,2021-08-11,CFFC,1
2291206-3,2021-08-11,CFFC,1
2220292-229,2021-08-10,PLEN,0
2220292-218,2021-08-10,PLEN,1
2220292-211,2021-08-10,PLEN,1
2279513-64,2021-08-10,PLEN,1
2279513-62,2021-08-10,PLEN,0
2279513-59,2021-08-10,PLEN,1
2279513-58,2021-08-10,PLEN,1
2279513-56,2021-08-10,PLEN,0
531331-227,2021-08-09,PEC12511,1
2208468-48,2021-08-10,CSPCCO,1
531331-224,2021-08-09,PEC12511,1
2192023-49,2021-08-10,CSPCCO,0
2279513-42,2021-08-10,PLEN,0
2191260-54,2021-08-10,CSPCCO,1
2279513-37,2021-08-10,PLEN,0
2224328-6,2021-08-10,CLP,1
2256543-35,2021-08-10,CSPCCO,0
2286552-5,2021-08-10,CLP,1
2148085-80,2021-08-10,CTASP,1
2192023-46,2021-08-10,CSPCCO,0
2284017-5,2021-08-10,CLP,1
2293253-2,2021-08-10,PEC03220,1
2293034-2,2021-08-10,PEC03220,1
2293032-2,2021-08-10,PEC03220,1
2292327-2,2021-08-10,PEC03220,1
2225790-37,2021-08-10,CESPO,1
2293404-2,2021-08-10,CEXCORVI,1
2293403-2,2021-08-10,CEXCORVI,1
2199659-33,2021-08-10,CCJC,1
531331-217,2021-08-09,PEC12511,0
2293282-2,2021-08-10,CLP,1
2191783-41,2021-08-10,CSPCCO,1
2293283-5,2021-08-10,CPD,1
2293283-4,2021-08-10,CPD,1
2293278-2,2021-08-10,CPD,1
2293281-2,2021-08-10,CLP,1
2292475-2,2021-08-10,CLP,1
2292473-2,2021-08-10,CLP,1
2292471-2,2021-08-10,CLP,1
2292008-3,2021-08-10,CESPO,1
2191260-49,2021-08-10,CSPCCO,0
2292007-4,2021-08-10,CESPO,1
2292470-2,2021-08-10,CLP,1
2293237-3,2021-08-10,CESPO,1
944308-77,2021-08-10,CCJC,1
2284006-38,2021-08-10,CSPCCO,1
2293134-3,2021-08-10,CESPO,1
2292009-2,2021-08-10,CESPO,1
2254516-32,2021-08-10,CSPCCO,1
2208468-45,2021-08-10,CSPCCO,0
2270913-23,2021-08-10,CCULT,1
2292310-2,2021-08-10,CCJC,1
2260862-21,2021-08-10,CPD,1
2226929-24,2021-08-10,CCULT,1
2089084-68,2021-08-10,CCJC,1
2227851-27,2021-08-10,CPD,1
2198502-24,2021-08-10,CCULT,1
2270013-24,2021-08-10,CPD,1
2230517-28,2021-08-10,CPD,1
2188194-27,2021-08-10,CCULT,1
2285583-22,2021-08-10,CPD,1
2231851-22,2021-08-10,CCULT,1
2293256-2,2021-08-10,CCULT,1
2292312-2,2021-08-10,CCULT,1
2292216-2,2021-08-10,CCULT,1
2291989-2,2021-08-10,CCULT,1
2291640-3,2021-08-10,GTNET,1
2292995-2,2021-08-10,CVT,1
2292415-2,2021-08-10,CVT,1
2292382-2,2021-08-10,CVT,1
2291651-3,2021-08-10,GTNET,1
2292155-2,2021-08-10,CVT,1
2291983-2,2021-08-10,SUBPENAL,1
2198846-32,2021-08-10,CME,1
2293138-2,2021-08-10,CME,1
2292449-2,2021-08-10,CME,1
2292203-2,2021-08-10,CME,1
2292337-3,2021-08-10,CTASP,1
2292113-2,2021-08-10,CTASP,1
531331-203,2021-08-09,PEC12511,1
531331-200,2021-08-09,PEC12511,0
531331-198,2021-08-09,PEC12511,1
531331-190,2021-08-09,PEC12511,1
531331-183,2021-08-09,PEC12511,0
2220292-202,2021-08-06,PEC13519,1
2220292-188,2021-08-05,PEC13519,0
2275840-151,2021-08-05,PLEN,1
2275840-147,2021-08-05,PLEN,1
2275840-125,2021-08-05,PLEN,0
2270894-151,2021-08-05,PLEN,1
2270894-148,2021-08-05,PLEN,0
2270894-143,2021-08-05,PLEN,0
2270894-139,2021-08-05,PLEN,0
2270894-132,2021-08-05,PLEN,
2270894-129,2021-08-05,PLEN,0
2270894-123,2021-08-05,PLEN,0
2270894-120,2021-08-05,PLEN,0
2270894-117,2021-08-05,PLEN,0
2270894-114,2021-08-05,PLEN,
2270894-111,2021-08-05,PLEN,0
2270894-103,2021-08-05,PLEN,1
2270894-96,2021-08-05,PLEN,1
2270894-93,2021-08-05,PLEN,0
2270894-81,2021-08-05,PLEN,0
2270894-75,2021-08-05,PLEN,0
2192068-42,2021-08-05,CDC,1
357364-176,2021-08-05,CIDOSO,1
2292253-7,2021-08-05,CIDOSO,1
2291977-5,2021-08-05,CIDOSO,1
2288907-3,2021-08-05,CDC,1
552473-58,2021-08-05,CCJC,1
2177100-50,2021-08-05,CCJC,1
2291230-6,2021-08-05,CIDOSO,1
2284007-30,2021-08-05,CCJC,1
2288061-18,2021-08-05,CCJC,1
2287261-18,2021-08-05,CCJC,1
2206711-19,2021-08-05,CCJC,1
2258569-62,2021-08-05,CCJC,1
2209812-35,2021-08-05,CCJC,1
2017937-45,2021-08-05,CCJC,1
2292171-2,2021-08-05,PEC03220,1
2236970-22,2021-08-05,CMULHER,1
2264137-29,2021-08-05,CIDOSO,1
2242148-33,2021-08-05,CDC,1
2214011-29,2021-08-05,CMULHER,1
2252803-32,2021-08-05,CMULHER,1
2292109-2,2021-08-05,CMULHER,1
2291981-2,2021-08-05,CMULHER,1
2291980-2,2021-08-05,CMULHER,1
2291979-2,2021-08-05,CMULHER,1
2291978-2,2021-08-05,CMULHER,1
2291907-2,2021-08-05,CMULHER,1
2291655-2,2021-08-05,CMULHER,1
2291654-2,2021-08-05,CMULHER,1
2291653-2,2021-08-05,CMULHER,1
2277100-27,2021-08-05,CIDOSO,1
2258555-70,2021-08-04,PLEN,0
2292048-15,2021-08-04,PLEN,0
2279318-56,2021-08-04,PLEN,1
2279318-53,2021-08-04,PLEN,1
2285004-19,2021-08-04,SECAP(SGM),1
2285004-18,2021-08-04,SECAP(SGM),1
2291019-10,2021-08-04,PLEN,1
2260458-32,2021-08-04,SECAP(SGM),1
2260458-31,2021-08-04,SECAP(SGM),1
2270931-14,2021-08-04,PLEN,1
2288389-37,2021-08-04,PLEN,1
2288389-36,2021-08-04,SECAP(SGM),1
2288389-35,2021-08-04,SECAP(SGM),1
2288389-34,2021-08-04,SECAP(SGM),1
2288389-33,2021-08-04,SECAP(SGM),1
2288389-32,2021-08-04,SECAP(SGM),1
2288389-31,2021-08-04,SECAP(SGM),1
2288389-30,2021-08-04,SECAP(SGM),1
2292191-9,2021-08-04,PLEN,1
2250293-51,2021-08-04,CSSF,0
2237024-33,2021-08-04,CSSF,0
2236585-27,2021-08-04,CSSF,0
2226794-51,2021-08-04,CSSF,0
2204644-30,2021-08-04,CSSF,0
2198413-38,2021-08-04,CSSF,0
2158492-77,2021-08-04,CSSF,0
2080354-51,2021-08-04,CSSF,0
1701134-54,2021-08-04,CSSF,0
553639-70,2021-08-04,CSSF,0
499401-78,2021-08-04,CSSF,0
340144-122,2021-08-04,CSSF,1
340144-121,2021-08-04,CSSF,0
2275841-39,2021-08-04,CSSF,0
2275841-38,2021-08-04,CSSF,1
2184543-54,2021-08-04,CSSF,0
2279749-55,2021-08-04,CSSF,0
2236118-25,2021-08-04,CSSF,1
2236118-24,2021-08-04,CSSF,0
2190636-36,2021-08-04,CE,1
2183514-36,2021-08-04,CDHM,1
1188041-61,2021-08-04,CDHM,1
2238058-30,2021-08-04,CDEICS,1
2191686-50,2021-08-04,CDEICS,1
2291210-2,2021-08-04,CDEICS,1
2252875-25,2021-08-04,CDEICS,1
2291660-2,2021-08-04,CDHM,1
2291659-2,2021-08-04,CDHM,1
2289678-3,2021-08-04,CDHM,1
2289677-2,2021-08-04,CDHM,1
2289669-2,2021-08-04,CDHM,1
2289668-2,2021-08-04,CDHM,1
2289529-2,2021-08-04,CDHM,1
2207498-29,2021-08-04,CDEICS,1
2198413-37,2021-08-04,CSSF,1
2180078-52,2021-08-04,CCJC,1
565766-93,2021-08-04,CSSF,1
2184543-53,2021-08-04,CSSF,1
2158492-76,2021-08-04,CSSF,1
2017184-62,2021-08-04,CE,1
521950-64,2021-08-04,CE,0
521950-62,2021-08-04,CE,0
2077720-58,2021-08-04,CCJC,1
553639-69,2021-08-04,CSSF,1
2279749-53,2021-08-04,CSSF,1
2080354-50,2021-08-04,CSSF,1
2181132-68,2021-08-04,CCJC,1
2237024-32,2021-08-04,CSSF,1
2204644-29,2021-08-04,CSSF,1
14666-138,2021-08-04,CCJC,1
499401-77,2021-08-04,CSSF,1
2226794-50,2021-08-04,CSSF,1
2261190-21,2021-08-04,CAPADR,1
2082289-35,2021-08-04,CE,1
2082289-32,2021-08-04,CE,0
2228776-39,2021-08-04,CAPADR,1
2291874-2,2021-08-04,CE,1
2291813-4,2021-08-04,CE,1
2190989-56,2021-08-04,CFT,1
2170883-59,2021-08-04,CREDN,1
2228776-38,2021-08-04,CAPADR,0
2204477-43,2021-08-04,CE,1
2203087-47,2021-08-04,CE,0
1701134-53,2021-08-04,CSSF,1
2204477-39,2021-08-04,CE,0
2203087-44,2021-08-04,CE,1
2263549-36,2021-08-04,CFT,1
2238163-22,2021-08-04,CAPADR,0
2236585-26,2021-08-04,CSSF,1
2218244-20,2021-08-04,CAPADR,1
1279573-59,2021-08-04,CFT,1
510823-89,2021-08-04,CFT,1
2142112-24,2021-08-04,CFT,1
2130504-37,2021-08-04,CFT,1
2276614-24,2021-08-04,CFT,1
2167882-33,2021-08-04,CFT,1
2165014-29,2021-08-04,CAPADR,1
2249925-52,2021-08-04,CSSF,1
2291871-2,2021-08-04,CSSF,1
2290938-2,2021-08-04,CSSF,1
2290788-2,2021-08-04,CSSF,1
2290722-2,2021-08-04,CSSF,1
2198438-51,2021-08-04,CAPADR,1
380726-211,2021-08-04,CFT,1
2196735-36,2021-08-04,CFT,1
2208687-29,2021-08-04,CFT,1
2236204-20,2021-08-04,CREDN,1
2190738-49,2021-08-04,CFT,1
498064-70,2021-08-04,CFT,1
2223590-22,2021-08-04,CREDN,1
2291867-2,2021-08-04,CAPADR,1
2207729-40,2021-08-04,CFT,1
2290945-2,2021-08-04,CAPADR,1
2290630-2,2021-08-04,CAPADR,1
2290538-2,2021-08-04,CAPADR,1
2286826-3,2021-08-04,CAPADR,1
2252589-106,2021-08-03,PLEN,1
2252589-101,2021-08-03,PLEN,
2252589-90,2021-08-03,PLEN,0
2252589-87,2021-08-03,PLEN,
2252589-82,2021-08-03,PLEN,
2252589-79,2021-08-03,PLEN,0
2252589-76,2021-08-03,PLEN,
2252589-70,2021-08-03,PLEN,0
2252589-68,2021-08-03,PLEN,0
2252589-66,2021-08-03,PLEN,
2252589-62,2021-08-03,PLEN,
2252589-59,2021-08-03,PLEN,1
2252589-56,2021-08-03,PLEN,0
2252589-46,2021-08-03,PLEN,0
2252589-40,2021-08-03,PLEN,0
2291872-2,2021-08-03,PEC03220,1
2291838-2,2021-08-03,CEXINFAN,1
2287253-2,2021-08-03,CEXINFAN,1
2187853-12,2021-08-03,CLP,1
2291863-2,2021-08-03,CLP,1
2125189-130,2021-08-03,CCJC,0
2290701-3,2021-08-03,CLP,1
2078030-46,2021-08-03,CCULT,1
2125189-126,2021-08-03,CCJC,1
2273715-22,2021-08-03,CESPO,1
2257470-23,2021-08-03,CCULT,1
2125189-123,2021-08-03,CCJC,1
2269985-23,2021-08-03,CPD,1
2291873-2,2021-08-03,CCULT,1
2291868-2,2021-08-03,CCULT,1
2291590-2,2021-08-03,CCULT,1
2290484-2,2021-08-03,CCULT,1
2269444-25,2021-08-03,CPD,1
2291853-2,2021-08-03,CPD,1
2291852-2,2021-08-03,CPD,1
2291851-2,2021-08-03,CPD,1
2291627-2,2021-08-03,CPD,1
2290661-2,2021-08-03,CPD,1
2265732-25,2021-08-03,CVT,1
2189010-38,2021-08-03,CVT,1
2291925-4,2021-08-03,CTASP,1
2231773-27,2021-08-03,CVT,0
2197712-41,2021-08-03,CTASP,1
2230256-29,2021-08-03,CVT,1
2127246-41,2021-08-03,CVT,1
2290830-2,2021-08-03,CTASP,1
2290189-2,2021-08-03,CTASP,1
2291925-2,2021-08-03,CTASP,1
2279644-28,2021-08-03,CMADS,1
996938-74,2021-08-03,CME,1
2261163-22,2021-08-03,CMADS,1
996938-70,2021-08-03,CME,0
996938-69,2021-08-03,CME,1
2291806-2,2021-08-03,SUBPENAL,1
1555364-69,2021-08-03,CMADS,1
2287249-5,2021-08-03,CMADS,1
2289447-3,2021-08-03,CMADS,1
2289436-3,2021-08-03,CMADS,1
2289016-3,2021-08-03,CMADS,1
2289015-3,2021-08-03,CMADS,1
2288733-3,2021-08-03,CMADS,1
2287249-4,2021-08-03,CMADS,1
2287498-2,2021-08-03,CMADS,1
2287249-3,2021-08-03,CMADS,1
2273898-2,2021-08-03,CMADS,1
2291556-2,2021-07-16,GTNET,1
2291461-2,2021-07-16,GTNET,1
2291460-2,2021-07-16,GTNET,1
2291251-2,2021-07-16,GTNET,1
2291250-2,2021-07-16,GTNET,1
2291247-2,2021-07-16,GTNET,1
2291246-2,2021-07-16,GTNET,1
2290522-2,2021-07-16,GTNET,1
2290520-2,2021-07-16,GTNET,1
2278399-62,2021-07-14,CMO,1
2220292-179,2021-07-16,PEC13519,0
2273448-20,2021-07-16,MESA,1
2254165-22,2021-07-16,CCULT,1
2265450-41,2021-07-15,PLEN,1
2265450-39,2021-07-15,PLEN,1
2237804-45,2021-07-15,PLEN,1
2237804-42,2021-07-15,PLEN,1
2270226-41,2021-07-15,PLEN,1
2270226-38,2021-07-15,PLEN,1
2279744-57,2021-07-15,PLEN,1
2279744-54,2021-07-15,PLEN,0
2279744-49,2021-07-15,PLEN,0
2279744-42,2021-07-15,PLEN,0
2283436-73,2021-07-15,PLEN,1
2283436-69,2021-07-15,PLEN,
2283436-67,2021-07-15,PLEN,0
2283436-58,2021-07-15,PLEN,
2283436-57,2021-07-15,PLEN,0
2283436-52,2021-07-15,PLEN,0
2283436-50,2021-07-15,PLEN,1
2283436-46,2021-07-15,PLEN,1
2279749-50,2021-07-15,PLEN,1
2279749-49,2021-07-15,SECAP(SGM),1
2279749-48,2021-07-15,SECAP(SGM),1
2290457-9,2021-07-15,PLEN,1
2285889-20,2021-07-15,SECAP(SGM),1
2285889-19,2021-07-15,SECAP(SGM),1
2285889-18,2021-07-15,SECAP(SGM),1
2290114-13,2021-07-15,PLEN,1
2290808-3,2021-07-15,GTMINERA,1
2291252-2,2021-07-15,GTMINERA,1
2291152-2,2021-07-15,GTMINERA,1
2291151-2,2021-07-15,GTMINERA,1
2290807-3,2021-07-15,GTMINERA,1
2290806-3,2021-07-15,GTMINERA,1
2290805-3,2021-07-15,GTMINERA,1
2290804-3,2021-07-15,GTMINERA,1
2290803-3,2021-07-15,GTMINERA,1
2290800-3,2021-07-15,GTMINERA,1
2264748-23,2021-07-15,CMADS,1
2290812-2,2021-07-14,CMO,1
2290810-2,2021-07-14,CMO,1
2290809-2,2021-07-14,CMO,1
2291350-4,2021-07-14,CMO,1
2291012-2,2021-07-15,PL159519,1
2291010-2,2021-07-15,PL159519,1
2291009-2,2021-07-15,PL159519,1
2291008-2,2021-07-15,PL159519,1
2291007-2,2021-07-15,PL159519,1
2291006-2,2021-07-15,PL159519,1
2291005-2,2021-07-15,PL159519,1
2291004-2,2021-07-15,PL159519,1
2291003-2,2021-07-15,PL159519,1
2291002-2,2021-07-15,PL159519,1
2291001-2,2021-07-15,PL159519,1
2291000-2,2021-07-15,PL159519,1
2290999-2,2021-07-15,PL159519,1
2290855-2,2021-07-15,PL159519,1
2290854-2,2021-07-15,PL159519,1
2290853-2,2021-07-15,PL159519,1
2290851-2,2021-07-15,PL159519,1
2290849-2,2021-07-15,PL159519,1
2290848-2,2021-07-15,PL159519,1
2290847-2,2021-07-15,PL159519,1
2290846-2,2021-07-15,PL159519,1
2290739-2,2021-07-15,PL159519,1
2290737-2,2021-07-15,PL159519,1
2290736-2,2021-07-15,PL159519,1
2290732-2,2021-07-15,PL159519,1
2290731-2,2021-07-15,PL159519,1
2290730-2,2021-07-15,PL159519,1
2290728-2,2021-07-15,PL159519,1
2144995-86,2021-07-15,CCJC,1
2230960-28,2021-07-15,CMULHER,1
2199546-45,2021-07-15,CCJC,1
2211409-35,2021-07-15,CCJC,1
1734804-58,2021-07-15,CCJC,1
2287266-18,2021-07-15,CCJC,1
2210855-19,2021-07-15,CCJC,1
2204732-19,2021-07-15,CCJC,1
2057916-23,2021-07-15,CCJC,1
2208695-44,2021-07-15,CCJC,1
2278007-20,2021-07-15,CCJC,1
2276547-33,2021-07-15,CCJC,1
2229526-27,2021-07-15,CCJC,1
2229553-71,2021-07-15,CCJC,1
2155481-94,2021-07-15,CCJC,1
2151686-34,2021-07-15,CCJC,1
2210854-35,2021-07-15,CCJC,1
2290802-3,2021-07-15,CMULHER,1
2290744-2,2021-07-15,CTUR,1
2290697-2,2021-07-15,CTUR,1
2222770-36,2021-07-15,CIDOSO,1
2289879-2,2021-07-15,CTUR,1
2277818-94,2021-07-14,PLEN,1
2277818-92,2021-07-14,PLEN,
2277818-83,2021-07-14,PLEN,1
2289077-46,2021-07-14,PLEN,1
2289077-43,2021-07-14,PLEN,1
2225291-38,2021-07-14,CCJC,1
2142126-106,2021-07-14,CCJC,1
2241695-103,2021-07-14,PLEN,1
2241695-100,2021-07-14,PLEN,1
2286993-46,2021-07-14,PLEN,
2286993-44,2021-07-14,PLEN,1
2286993-39,2021-07-14,PLEN,0
2288387-97,2021-07-14,PLEN,1
2288387-95,2021-07-14,PLEN,0
2288387-93,2021-07-14,PLEN,0
2288387-87,2021-07-14,PLEN,
2288387-82,2021-07-14,PLEN,
2288387-81,2021-07-14,PLEN,0
2288387-76,2021-07-14,PLEN,1
2288387-63,2021-07-14,PLEN,0
2265450-25,2021-07-14,PLEN,1
2265450-24,2021-07-14,SECAP(SGM),1
2265450-23,2021-07-14,SECAP(SGM),1
2269941-10,2021-07-14,PLEN,1
2237804-27,2021-07-14,SECAP(SGM),1
2237804-26,2021-07-14,SECAP(SGM),1
2290913-8,2021-07-14,PLEN,1
2290709-2,2021-07-14,PEC03220,1
2271856-20,2021-07-14,CCTCI,1
2271847-18,2021-07-14,CCTCI,1
2250284-18,2021-07-14,CCTCI,1
2250283-18,2021-07-14,CCTCI,1
2250269-18,2021-07-14,CCTCI,1
2250267-18,2021-07-14,CCTCI,1
2250262-18,2021-07-14,CCTCI,1
2250242-18,2021-07-14,CCTCI,1
2250241-18,2021-07-14,CCTCI,1
2250235-18,2021-07-14,CCTCI,1
2250231-18,2021-07-14,CCTCI,1
2250224-18,2021-07-14,CCTCI,1
2250216-18,2021-07-14,CCTCI,1
2247396-18,2021-07-14,CCTCI,1
2247393-18,2021-07-14,CCTCI,1
2247311-18,2021-07-14,CCTCI,1
2247231-18,2021-07-14,CCTCI,1
2247144-18,2021-07-14,CCTCI,1
2247132-18,2021-07-14,CCTCI,1
2242981-18,2021-07-14,CCTCI,1
2242962-18,2021-07-14,CCTCI,1
2242959-18,2021-07-14,CCTCI,1
2242948-19,2021-07-14,CCTCI,1
2242942-19,2021-07-14,CCTCI,1
2242932-19,2021-07-14,CCTCI,1
2242927-18,2021-07-14,CCTCI,1
2242904-18,2021-07-14,CCTCI,1
2242896-18,2021-07-14,CCTCI,1
2290473-3,2021-07-14,CCTCI,1
2290472-3,2021-07-14,CCTCI,1
2289894-2,2021-07-14,CCTCI,1
2289797-4,2021-07-14,CDEICS,1
2256664-25,2021-07-14,CDEICS,1
2242865-31,2021-07-14,CDEICS,1
2289889-4,2021-07-14,CDEICS,1
2253794-23,2021-07-14,CDEICS,1
2287058-2,2021-07-14,PEC00521,1
2287057-2,2021-07-14,PEC00521,1
2290654-2,2021-07-14,CE,1
2163988-73,2021-07-14,CCJC,1
2290446-2,2021-07-14,CE,1
2258555-60,2021-07-14,CCJC,0
2258555-56,2021-07-14,CCJC,0
2290655-2,2021-07-14,CE,1
2289713-2,2021-07-14,CE,1
2289628-2,2021-07-14,CE,1
2289626-2,2021-07-14,CE,1
2258555-52,2021-07-14,CCJC,0
2264626-37,2021-07-14,CREDN,1
2258555-48,2021-07-14,CCJC,1
2290986-2,2021-07-14,CMULHER,1
2290983-2,2021-07-14,CMULHER,1
2290982-2,2021-07-14,CMULHER,1
2290977-2,2021-07-14,CMULHER,1
2290976-2,2021-07-14,CMULHER,1
2290975-2,2021-07-14,CMULHER,1
2290971-2,2021-07-14,CMULHER,1
2288872-2,2021-07-14,CREDN,1
2290969-2,2021-07-14,CMULHER,1
2290967-2,2021-07-14,CMULHER,1
2290964-2,2021-07-14,CMULHER,1
2290958-2,2021-07-14,CMULHER,1
2290906-2,2021-07-14,CMULHER,1
2290876-2,2021-07-14,CMULHER,1
2290831-2,2021-07-14,CMULHER,1
2290792-2,2021-07-14,CMULHER,1
2290790-2,2021-07-14,CMULHER,1
2290780-2,2021-07-14,CMULHER,1
2290777-2,2021-07-14,CMULHER,1
2290771-2,2021-07-14,CMULHER,1
2290768-2,2021-07-14,CMULHER,1
2290765-2,2021-07-14,CMULHER,1
2290725-2,2021-07-14,CMULHER,1
2290720-2,2021-07-14,CMULHER,1
2290716-2,2021-07-14,CMULHER,1
2263622-19,2021-07-14,CREDN,1
2258310-19,2021-07-14,CREDN,1
2268755-24,2021-07-14,CSPCCO,0
2257449-19,2021-07-14,CREDN,1
2290665-2,2021-07-14,CSSF,1
2290653-2,2021-07-14,CSSF,1
2236235-19,2021-07-14,CREDN,1
2188782-53,2021-07-14,CFT,1
2290310-2,2021-07-14,CSSF,1
531334-120,2021-07-14,CFT,1
2290309-2,2021-07-14,CSSF,1
2290307-2,2021-07-14,CSSF,1
2290306-2,2021-07-14,CSSF,1
2290305-2,2021-07-14,CSSF,1
2252976-21,2021-07-14,CDU,1
2231611-19,2021-07-14,CREDN,1
2289703-2,2021-07-14,CSSF,1
2238467-21,2021-07-14,CDU,1
2221548-27,2021-07-14,CREDN,1
2290499-3,2021-07-14,CSPCCO,1
517033-102,2021-07-14,CFT,1
2229763-45,2021-07-14,CFT,1
2289953-3,2021-07-14,CSPCCO,1
2289950-2,2021-07-14,CSPCCO,1
2289953-2,2021-07-14,CSPCCO,1
2290928-3,2021-07-14,CFT,0
2290926-3,2021-07-14,CFT,0
2290925-3,2021-07-14,CFT,0
2290923-3,2021-07-14,CFT,0
2290916-3,2021-07-14,CFT,0
2290912-3,2021-07-14,CFT,0
2290911-3,2021-07-14,CFT,0
2290903-3,2021-07-14,CFT,0
2290902-3,2021-07-14,CFT,0
2290900-3,2021-07-14,CFT,0
2290896-3,2021-07-14,CFT,0
2290892-3,2021-07-14,CFT,0
2290887-3,2021-07-14,CFT,0
2290883-3,2021-07-14,CFT,0
2290880-3,2021-07-14,CFT,0
2290869-3,2021-07-14,CFT,0
2290867-3,2021-07-14,CFT,0
2290864-3,2021-07-14,CFT,0
2290793-3,2021-07-14,CFT,0
2290907-3,2021-07-14,CFT,1
2290878-3,2021-07-14,CFT,1
2290814-3,2021-07-14,CFT,1
2290942-2,2021-07-14,CFT,1
2290937-3,2021-07-14,CFT,1
2290933-3,2021-07-14,CFT,1
2290932-3,2021-07-14,CFT,1
531331-158,2021-07-13,PEC12511,0
531331-156,2021-07-13,PEC12511,0
531331-154,2021-07-13,PEC12511,0
2212117-47,2021-07-13,SECAP(SGM),1
2290256-23,2021-07-13,PLEN,1
2290256-21,2021-07-13,PLEN,1
2286993-32,2021-07-13,PLEN,1
2286993-31,2021-07-13,SECAP(SGM),1
2286993-30,2021-07-13,SECAP(SGM),1
2286993-29,2021-07-13,SECAP(SGM),1
2286993-28,2021-07-13,SECAP(SGM),1
2286993-27,2021-07-13,SECAP(SGM),1
2286993-26,2021-07-13,SECAP(SGM),1
2286993-25,2021-07-13,SECAP(SGM),1
2286993-24,2021-07-13,SECAP(SGM),1
2288591-7,2021-07-13,PLEN,1
2290323-7,2021-07-13,PLEN,1
2284931-76,2021-07-13,PLEN,0
2284931-73,2021-07-13,PLEN,1
2252589-32,2021-07-13,PLEN,1
2252589-31,2021-07-13,SECAP(SGM),1
2252589-30,2021-07-13,SECAP(SGM),1
2252589-29,2021-07-13,SECAP(SGM),1
2252589-28,2021-07-13,SECAP(SGM),1
2252589-27,2021-07-13,SECAP(SGM),1
2252589-26,2021-07-13,SECAP(SGM),1
2252589-25,2021-07-13,SECAP(SGM),1
2253137-15,2021-07-13,PLEN,1
2290875-2,2021-07-13,CME,1
2253137-14,2021-07-13,PLEN,1
2290874-2,2021-07-13,CME,1
2290871-2,2021-07-13,CME,1
2121442-158,2021-07-13,PLEN,1
2121442-153,2021-07-13,PLEN,1
2196355-68,2021-07-13,PLEN,1
2196355-66,2021-07-13,PLEN,1
2176886-81,2021-07-13,PLEN,1
2176886-79,2021-07-13,PLEN,1
2290797-3,2021-07-13,CMO,1
2290614-3,2021-07-13,CMO,1
2205481-36,2021-07-13,CCJC,1
2290613-6,2021-07-13,CMO,1
2290695-2,2021-07-13,CSPCCO,1
2290652-2,2021-07-13,CSPCCO,1
2290651-2,2021-07-13,CSPCCO,1
2290650-2,2021-07-13,CSPCCO,1
2290649-2,2021-07-13,CSPCCO,1
2290648-2,2021-07-13,CSPCCO,1
2290602-2,2021-07-13,CSPCCO,1
2289441-33,2021-07-13,CCJC,1
2290512-2,2021-07-13,PEC03220,1
2290482-2,2021-07-13,PEC03220,1
2290389-2,2021-07-13,PEC03220,1
2290304-2,2021-07-13,PEC03220,1
2290127-2,2021-07-13,PEC03220,1
2290125-2,2021-07-13,PEC03220,1
2290317-2,2021-07-13,CLP,1
2229717-28,2021-07-13,CCULT,1
2289694-2,2021-07-13,CLP,1
2290493-2,2021-07-13,CCULT,1
2290483-2,2021-07-13,CCULT,1
2288793-2,2021-07-13,CCULT,1
2288689-2,2021-07-13,CCULT,1
2229927-27,2021-07-13,CCULT,1
2214026-22,2021-07-13,CCULT,1
2289693-2,2021-07-13,CLP,1
2269447-22,2021-07-13,CPD,1
2238330-25,2021-07-13,CPD,1
2289476-2,2021-07-13,CPD,1
2285121-9,2021-07-13,CPD,1
2289367-4,2021-07-13,CPD,1
2260777-23,2021-07-13,CESPO,1
2290634-2,2021-07-13,CINDRA,1
2290631-2,2021-07-13,CINDRA,1
2290629-2,2021-07-13,CINDRA,1
2188822-46,2021-07-13,CESPO,1
2025514-48,2021-07-13,CESPO,1
2269450-22,2021-07-13,CVT,1
2187869-54,2021-07-13,CVT,1
2290637-2,2021-07-13,GTMINERA,1
2264526-26,2021-07-13,CVT,1
2265210-25,2021-07-13,CVT,1
2270858-22,2021-07-13,CVT,1
2270858-21,2021-07-13,CVT,0
2270780-21,2021-07-13,CVT,1
2264050-23,2021-07-13,CVT,1
2237369-23,2021-07-13,CVT,1
2234555-21,2021-07-13,CVT,1
2203924-44,2021-07-13,CVT,1
2243124-24,2021-07-13,CVT,1
620805-31,2021-07-13,CFFC,1
2026063-47,2021-07-13,CFFC,1
2289707-2,2021-07-13,CTASP,1
2290463-2,2021-07-13,CVT,1
1672654-38,2021-07-13,CFFC,1
2289927-2,2021-07-13,CVT,1
485566-63,2021-07-13,CFFC,1
2290332-3,2021-07-13,CFFC,1
2290601-2,2021-07-13,SUBPENAL,1
2290322-2,2021-07-13,SUBPENAL,1
2290320-2,2021-07-13,SUBPENAL,1
2290257-2,2021-07-13,SUBPENAL,1
2290169-2,2021-07-13,SUBPENAL,1
